subtree_id	inferred-true-rf	inferred-init-rf	init-true-rf
15680	1.0	0.0	1.0
7492	0.0	0.5	0.5
7495	0.0	0.0	0.0
15708	0.0	0.5	0.5
15709	1.0	1.0	0.0
15711	1.0	1.0	0.5
7520	0.5	0.0	0.5
15712	0.0	0.5	0.5
7527	0.0	1.0	1.0
15729	1.0	1.0	0.5
7544	0.5	1.0	0.5
15741	0.0	1.0	1.0
15746	0.5	1.0	0.5
15752	1.0	1.0	0.0
7561	0.0	0.5	0.5
7562	0.5	0.0	0.5
7565	0.5	1.0	1.0
15762	0.0	0.5	0.5
7575	0.0	1.0	1.0
7578	0.0	1.0	1.0
15771	0.5	0.5	0.0
15776	0.5	0.5	0.5
7588	1.0	0.0	1.0
15782	0.0	1.0	1.0
7596	0.0	0.5	0.5
15788	0.0	1.0	1.0
15796	0.0	0.5	0.5
7618	0.0	1.0	1.0
7623	0.5	0.5	1.0
7630	0.5	1.0	0.5
15823	0.0	0.5	0.5
15827	0.0	0.5	0.5
7644	0.0	1.0	1.0
15837	0.5	1.0	1.0
7652	0.0	0.5	0.5
7658	0.5	0.0	0.5
15851	0.0	0.5	0.5
7674	0.0	0.5	0.5
7680	0.0	0.0	0.0
15877	0.0	0.0	0.0
15884	0.0	0.5	0.5
7694	0.0	0.5	0.5
15897	0.0	1.0	1.0
15902	0.0	0.0	0.0
7716	0.0	0.5	0.5
15914	0.0	1.0	1.0
15922	0.5	1.0	1.0
15935	0.0	0.5	0.5
15946	1.0	1.0	0.0
7762	0.5	0.0	0.5
7778	0.5	0.0	0.5
7784	0.0	0.5	0.5
15980	0.0	1.0	1.0
15989	0.0	0.0	0.0
7805	0.0	0.0	0.0
7806	0.0	0.0	0.0
16002	0.5	0.0	0.5
16003	0.0	0.5	0.5
7814	0.0	0.0	0.0
16015	0.0	0.0	0.0
16020	0.0	0.0	0.0
16024	0.0	0.5	0.5
7833	1.0	1.0	0.0
16033	0.5	0.5	0.0
7844	0.0	0.5	0.5
16036	0.0	1.0	1.0
7849	0.0	0.0	0.0
16049	0.0	1.0	1.0
7864	0.0	0.0	0.0
16078	0.0	0.0	0.0
16083	0.5	1.0	1.0
16087	0.0	0.5	0.5
7907	0.0	1.0	1.0
16107	0.5	0.0	0.5
16128	0.0	0.0	0.0
7942	0.0	0.5	0.5
16134	0.0	0.0	0.0
7944	0.0	0.5	0.5
16158	1.0	0.5	1.0
7968	0.0	0.0	0.0
7971	0.0	1.0	1.0
16164	1.0	0.5	1.0
7974	1.0	1.0	0.0
16171	0.0	1.0	1.0
7980	0.0	1.0	1.0
16174	1.0	0.5	1.0
7985	0.0	0.0	0.0
7988	0.0	0.5	0.5
7990	1.0	0.0	1.0
7993	0.5	0.5	0.5
7995	0.0	0.0	0.0
7997	0.0	0.0	0.0
8003	0.0	0.5	0.5
8005	0.0	0.0	0.0
8007	0.0	1.0	1.0
8008	0.0	0.0	0.0
16199	0.0	0.5	0.5
8018	0.5	0.5	1.0
16217	0.0	1.0	1.0
16221	1.0	0.0	1.0
8039	0.0	1.0	1.0
8042	0.0	0.5	0.5
16242	0.0	0.5	0.5
8051	0.0	0.5	0.5
16245	0.0	0.0	0.0
8054	0.0	1.0	1.0
8071	0.0	0.5	0.5
8074	1.0	1.0	0.0
16282	0.0	0.0	0.0
16283	0.0	0.5	0.5
8097	0.0	1.0	1.0
8111	0.0	0.0	0.0
16310	0.0	0.5	0.5
8121	0.0	0.5	0.5
16313	0.0	0.5	0.5
16315	0.0	0.5	0.5
8126	0.0	1.0	1.0
8131	0.5	1.0	1.0
8134	0.0	0.0	0.0
16336	0.0	0.5	0.5
16337	0.0	0.5	0.5
8151	0.0	1.0	1.0
8153	0.0	0.5	0.5
8156	1.0	0.5	1.0
16348	0.0	1.0	1.0
16354	0.0	0.5	0.5
8163	0.0	0.0	0.0
8173	0.0	0.5	0.5
8174	0.0	0.5	0.5
16365	1.0	0.5	1.0
8176	0.5	0.5	0.5
16370	0.0	1.0	1.0
16371	0.0	0.0	0.0
16372	0.0	0.0	0.0
16379	0.5	0.0	0.5
16381	0.0	0.5	0.5
8190	1.0	1.0	0.0
