family	subtree_id	inferred-true-rf	inferred-init-rf	init-true-rf
PF00004	17023	0.8541666666666666	0.875	0.5416666666666666
PF00004	8838	0.8541666666666666	0.8541666666666666	0.3541666666666667
PF00004	8839	0.8958333333333334	0.9166666666666666	0.4583333333333333
PF00004	17030	0.8958333333333334	0.9166666666666666	0.5416666666666666
PF00004	17044	0.8333333333333334	0.875	0.5625
PF00004	662	0.8958333333333334	0.9166666666666666	0.5416666666666666
PF00004	8854	0.9166666666666666	0.9166666666666666	0.4583333333333333
PF00004	664	0.8541666666666666	0.8958333333333334	0.5833333333333334
PF00004	667	0.8541666666666666	0.8958333333333334	0.4791666666666667
PF00004	668	0.8958333333333334	0.9375	0.5416666666666666
PF00004	17056	0.9375	0.9375	0.5208333333333334
PF00004	17071	0.9166666666666666	0.9166666666666666	0.5625
PF00004	17073	0.8958333333333334	0.8958333333333334	0.4791666666666667
PF00004	17074	0.9375	0.9166666666666666	0.5416666666666666
PF00004	8885	0.875	0.8333333333333334	0.4791666666666667
PF00004	699	0.9583333333333334	0.9791666666666666	0.4791666666666667
PF00004	700	0.8541666666666666	0.8958333333333334	0.4791666666666667
PF00004	17083	0.9166666666666666	0.9166666666666666	0.375
PF00004	17088	0.9166666666666666	0.9583333333333334	0.5208333333333334
PF00004	17092	0.875	0.8958333333333334	0.4791666666666667
PF00004	8906	0.8125	0.875	0.4791666666666667
PF00004	8907	0.8958333333333334	0.9166666666666666	0.4166666666666667
PF00004	17101	0.875	0.8541666666666666	0.4166666666666667
PF00004	17102	0.8958333333333334	0.9583333333333334	0.5833333333333334
PF00004	727	0.9583333333333334	0.9375	0.5
PF00004	729	0.9583333333333334	0.9583333333333334	0.4375
PF00004	8921	0.875	0.875	0.5416666666666666
PF00004	8925	0.8125	0.8125	0.4791666666666667
PF00004	8928	0.875	0.875	0.4375
PF00004	8943	0.9166666666666666	0.9375	0.5625
PF00004	8947	0.9166666666666666	0.9791666666666666	0.5833333333333334
PF00004	17145	0.8541666666666666	0.8958333333333334	0.6041666666666666
PF00004	768	0.8958333333333334	0.9166666666666666	0.5208333333333334
PF00004	769	0.875	0.8958333333333334	0.3958333333333333
PF00004	770	0.8958333333333334	0.9375	0.4791666666666667
PF00004	17155	0.9375	0.9375	0.3541666666666667
PF00004	17160	0.8333333333333334	0.875	0.5208333333333334
PF00004	17163	0.9166666666666666	0.9166666666666666	0.4791666666666667
PF00004	785	0.9791666666666666	1.0	0.5208333333333334
PF00004	17176	0.8958333333333334	0.9583333333333334	0.5416666666666666
PF00004	8985	0.9375	0.9583333333333334	0.5208333333333334
PF00004	794	0.9791666666666666	1.0	0.5416666666666666
PF00004	8988	0.8125	0.8541666666666666	0.5208333333333334
PF00004	805	0.8541666666666666	0.9166666666666666	0.5208333333333334
PF00004	8997	0.8541666666666666	0.875	0.5625
PF00004	807	0.9166666666666666	0.9166666666666666	0.5625
PF00004	9006	0.8333333333333334	0.875	0.4166666666666667
PF00004	815	0.9166666666666666	0.9375	0.4791666666666667
PF00004	9008	0.8333333333333334	0.875	0.5625
PF00004	9012	0.9166666666666666	0.875	0.5833333333333334
PF00004	9014	0.9375	0.9375	0.4791666666666667
PF00004	823	0.9375	0.9375	0.5416666666666666
PF00004	824	0.8125	0.875	0.5833333333333334
PF00004	17209	0.8958333333333334	0.8958333333333334	0.5416666666666666
PF00004	9018	0.8958333333333334	0.8958333333333334	0.6041666666666666
PF00004	9019	0.8958333333333334	0.9375	0.4375
PF00004	828	0.8541666666666666	0.8958333333333334	0.5208333333333334
PF00004	17210	0.8541666666666666	0.875	0.5
PF00004	17215	0.9166666666666666	0.9375	0.5208333333333334
PF00004	17217	0.9375	0.9375	0.4583333333333333
PF00004	846	0.9583333333333334	0.9583333333333334	0.5208333333333334
PF00004	847	0.8333333333333334	0.875	0.4791666666666667
PF00004	852	0.9583333333333334	0.9583333333333334	0.5625
PF00004	854	0.7916666666666666	0.8125	0.3958333333333333
PF00004	855	0.8541666666666666	0.8958333333333334	0.4791666666666667
PF00004	861	0.8958333333333334	0.9166666666666666	0.5
PF00004	17248	0.8958333333333334	0.9166666666666666	0.5416666666666666
PF00004	9065	0.9375	0.9375	0.5625
PF00004	877	0.8125	0.8125	0.4583333333333333
PF00004	17261	0.9375	0.9375	0.5208333333333334
PF00004	17263	0.9375	0.9375	0.5208333333333334
PF00004	9075	0.9361702127659575	0.9361702127659575	0.5
PF00004	9077	0.7916666666666666	0.8125	0.4375
PF00004	9078	0.8958333333333334	0.9375	0.5833333333333334
PF00004	9079	0.9375	0.9166666666666666	0.5416666666666666
PF00004	17276	0.9166666666666666	0.9375	0.5
PF00004	893	0.9166666666666666	0.9166666666666666	0.5833333333333334
PF00004	895	0.9375	0.9375	0.4375
PF00004	900	0.9375	0.9375	0.5625
PF00004	9106	0.875	0.875	0.5208333333333334
PF00004	9107	0.8541666666666666	0.875	0.5208333333333334
PF00004	9109	0.875	0.9166666666666666	0.625
PF00004	17302	0.9375	0.9583333333333334	0.4375
PF00004	9111	0.875	0.8958333333333334	0.5208333333333334
PF00004	9112	0.9583333333333334	0.9791666666666666	0.6041666666666666
PF00004	17303	0.8541666666666666	0.875	0.5416666666666666
PF00004	17305	0.8958333333333334	0.8958333333333334	0.5416666666666666
PF00004	923	0.8958333333333334	0.875	0.5416666666666666
PF00004	17309	0.8541666666666666	0.8958333333333334	0.4375
PF00004	17313	0.8958333333333334	0.9166666666666666	0.4375
PF00004	17318	0.7708333333333334	0.8333333333333334	0.4375
PF00004	9128	0.8541666666666666	0.875	0.5625
PF00004	17321	0.9375	0.9375	0.5
PF00004	9131	0.875	0.9375	0.4583333333333333
PF00004	9132	0.8333333333333334	0.875	0.625
PF00004	17328	0.9166666666666666	0.9375	0.5833333333333334
PF00004	17335	0.875	0.875	0.5416666666666666
PF00004	952	0.8958333333333334	0.9166666666666666	0.5625
PF00004	17338	0.8333333333333334	0.9166666666666666	0.5625
PF00004	9147	0.8958333333333334	0.8958333333333334	0.5625
PF00004	956	0.9166666666666666	0.9583333333333334	0.6041666666666666
PF00004	957	0.9166666666666666	0.9375	0.5208333333333334
PF00004	17339	0.8125	0.8333333333333334	0.4375
PF00004	17341	0.9375	0.9583333333333334	0.5625
PF00004	9152	0.8958333333333334	0.8958333333333334	0.5416666666666666
PF00004	17344	0.9375	0.8958333333333334	0.5208333333333334
PF00004	9156	0.8125	0.875	0.5833333333333334
PF00004	17348	0.8541666666666666	0.8333333333333334	0.4791666666666667
PF00004	17351	0.8958333333333334	0.8958333333333334	0.375
PF00004	969	0.8541666666666666	0.8541666666666666	0.4583333333333333
PF00004	9161	0.8541666666666666	0.875	0.4791666666666667
PF00004	975	0.8541666666666666	0.8541666666666666	0.5
PF00004	17365	0.7916666666666666	0.8333333333333334	0.5
PF00004	17369	0.8958333333333334	0.8958333333333334	0.5208333333333334
PF00004	17371	0.7916666666666666	0.8541666666666666	0.5208333333333334
PF00004	988	0.8958333333333334	0.9166666666666666	0.4791666666666667
PF00004	989	0.9375	0.9791666666666666	0.5208333333333334
PF00004	9182	0.875	0.9166666666666666	0.5416666666666666
PF00004	9185	0.875	0.8958333333333334	0.5625
PF00004	996	0.8541666666666666	0.9375	0.6041666666666666
PF00004	1001	0.9375	0.9166666666666666	0.5625
PF00004	1008	0.7916666666666666	0.875	0.5833333333333334
PF00004	9201	0.8958333333333334	0.9583333333333334	0.6666666666666666
PF00004	9205	0.8333333333333334	0.9375	0.4791666666666667
PF00004	17397	0.9166666666666666	0.9375	0.5
PF00004	9207	0.7916666666666666	0.8333333333333334	0.4583333333333333
PF00004	1016	0.8958333333333334	0.8958333333333334	0.6041666666666666
PF00004	1017	0.9375	0.9375	0.4791666666666667
PF00004	9208	0.875	0.9583333333333334	0.5625
PF00004	9209	0.8958333333333334	0.9375	0.5208333333333334
PF00004	1022	0.9375	0.9583333333333334	0.5208333333333334
PF00004	9219	0.8333333333333334	0.8541666666666666	0.4166666666666667
